"","I ෙක(cid:675)ටස : (I) ෙඡදය - (cid:636) ලංකා (cid:541)ජාතා(cid:486)(cid:437)ක සමාජවා(cid:463) ජනරජෙ(cid:591) අ(cid:431) (cid:618)ෙශෂ ගැස(cid:376) ප(cid:436)ය - 2019.11.20","","","",""
"පාඨාංක","නැෙගන(cid:655)ර","උ(cid:433)(cid:606)","පාඨාංක","නැෙගන(cid:655)ර","උ(cid:433)(cid:606)"
"අංක","ෙ(cid:458)ශාංශ","අ(cid:250)ෂාංශ","අංක","ෙ(cid:458)ශාංශ","අ(cid:250)ෂාංශ"
"10966","160815","128948","11008","160995","128671"
"10967","160795","128978","11009","161011","128671"
"10968","160782","128963","11010","161028","128670"
"10969","160764","128969","11011","161042","128670"
"10970","160749","128978","11012","161052","128691"
"10971","160747","128976","11013","161067","128712"
"10972","160734","128970","11014","161088","128723"
"10973","160737","128961","11015","161102","128742"
"10974","160739","128952","11016","161115","128762"
"10975","160753","128944","11017","161125","128777"
"10976","160743","128933","11018","161129","128783"
"10977","160746","128909","11019","161133","128808"
"10978","160745","128886","11020","161142","128829"
"10979","160745","128879","11021","161148","128848"
"10980","160756","128850","11022","161129","128860"
"10981","160775","128863","11023","161121","128861"
"10982","160782","128837","11024","161105","128863"
"10983","160796","128818","11025","161092","128869"
"10984","160807","128796","11026","161081","128874"
"10985","160829","128781","11027","161073","128878"
"10986","160833","128773","11028","161065","128883"
"10987","160841","128758","11029","161063","128885"
"10988","160850","128738","11030","161040","128851"
"10989","160864","128715","11031","161023","128869"
"10990","160872","128692","11032","161015","128886"
"10991","160866","128686","11033","160997","128886"
"10992","160864","128685","11034","160987","128914"
"10993","160856","128677","11035","160967","128924"
"10994","160843","128666","11036","160985","128937"
"10995","160834","128656","11037","160991","128944"
"10996","160835","128633","11038","161001","128954"
"10997","160835","128614","11039","161009","128960"
"10998","160851","128613","11040","161019","128969"
"10999","160868","128598","11041","161042","128975"
"11000","160875","128602","11042","161054","128984"
"11001","160890","128612","11043","161063","128990"
"11002","160906","128624","11044","161054","129007"
"11003","160930","128632","11045","161045","129021"
"11004","160962","128652","11046","161026","129027"
"11005","160978","128661","11047","161003","129023"
"11006","160989","128667","11048","160981","129025"
"11007","160994","128671","11049","160974","129027"
